ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points,rank_6m,percentile_6m,rank_1y,percentile_1y,quality_score,scale_status,pass_performance,pass_quality,veto,is_core,is_watch,is_backup,fund_scale,high_quality
014300.OF,宏利先进制造C,股票型,主动股票型,-2.28,-10.9,1.84,23.53,18.06,-0.01,455,547.0,5.536332179930792,394.0,32.00692041522492,52.4,watch,True,False,False,False,False,True,2.389248669249109,False
014640.OF,兴全合衡三年持有C,混合型,混合型-偏股,-4.87,-6.82,0.57,13.26,13.29,-0.11,455,4502.0,13.740896895362209,3967.0,24.110218140068884,55.3,watch,True,False,False,False,False,True,4.133788674186562,False
014299.OF,宏利先进制造A,股票型,主动股票型,-2.26,-10.87,1.9,23.54,18.04,0.0,455,544.0,6.055363321799312,391.0,32.52595155709342,42.6,watch,True,False,False,False,False,True,3.830364292835155,False
014074.OF,嘉实内需精选A,混合型,混合型-偏股,-7.6,-6.88,-7.71,14.31,22.72,-0.68,455,4508.0,13.625910310463784,5103.0,2.372751626482972,39.0,watch,True,False,False,False,False,True,3.34887262,False
013009.OF,万家港股通精选A,混合型,混合型-偏股,-8.14,-9.04,-2.77,16.74,14.84,-0.28,455,4833.0,7.397470295132235,4745.0,9.22311519326444,50.0,watch,True,False,False,False,False,True,4.422968846683229,False
014505.OF,中银收益C,混合型,混合型-偏股,-0.97,-12.13,-5.42,17.67,15.53,-0.42,455,5086.0,2.548869298581835,4961.0,5.089934940681207,47.4,watch,True,False,False,False,False,True,2.3909178176838117,False
013073.OF,泰信医疗服务C,混合型,混合型-偏股,-5.62,-8.58,-9.31,25.22,36.39,-0.45,455,4774.0,8.528171713300114,5164.0,1.2055109070034489,31.5,watch,True,False,False,False,False,True,1.1923149541196032,False
013072.OF,泰信医疗服务A,混合型,混合型-偏股,-5.59,-8.53,-9.22,25.22,36.22,-0.44,455,4766.0,8.681487159831358,5163.0,1.224646000765406,31.6,watch,True,False,False,False,False,True,4.246453213908558,False
013611.OF,工银民瑞一年持有A,混合型,混合型-偏股,-1.85,-2.12,-1.1,2.61,2.75,-1.19,455,3161.0,39.44039862016098,4510.0,13.71986222732492,43.4,watch,True,False,False,False,False,True,112.08242853483038,False
014581.OF,东吴阿尔法C,灵活配置型,混合型-平衡,0.97,0.05,-0.68,29.08,30.7,-0.09,455,177.0,62.7906976744186,405.0,14.587737843551796,36.6,watch,True,False,False,False,False,True,2.906567171531582,False
013550.OF,汇添富品牌价值一年持有A,混合型,混合型-偏股,-8.34,-8.52,-6.56,13.89,17.36,-0.62,455,4765.0,8.700651590647757,5050.0,3.386911595866815,43.8,watch,True,False,False,False,False,True,1.56427797,False
013956.OF,华商医药消费精选A,混合型,混合型-偏股,-7.18,-8.49,-3.96,20.87,22.63,-0.29,454,4761.0,8.777309313913372,4857.0,7.07998469192499,43.3,watch,True,False,False,False,False,True,3.644715641722745,False
013867.OF,汇安优势企业精选A,混合型,混合型-偏股,-2.21,-6.91,4.7,17.34,16.02,0.16,455,4514.0,13.510923725565348,1974.0,62.24646000765404,54.5,watch,True,False,False,False,False,True,4.155367240871074,False
013852.OF,中信建投低碳成长C,混合型,混合型-偏股,-2.09,-7.9,5.8,22.39,18.52,0.17,455,4673.0,10.463779225756998,1641.0,68.61844623038652,52.7,watch,True,False,False,False,False,True,4.956851558186675,False
014346.OF,银华消费主题C,混合型,混合型-偏股,-8.07,-6.44,-7.84,12.56,21.39,-0.78,455,4438.0,14.967420467612111,5109.0,2.2579410639112174,39.0,watch,True,False,False,False,False,True,108.27266154830536,False
014243.OF,富国新材料新能源C,混合型,混合型-偏股,-8.15,-13.66,3.22,26.14,28.74,0.05,455,5137.0,1.5714833269451889,2517.0,51.85610409491006,37.2,watch,True,False,False,False,False,True,4.78189425,False
013386.OF,信澳优势价值C,混合型,混合型-偏股,1.61,-11.81,5.76,20.53,18.18,0.18,455,5075.0,2.7596780375622854,1652.0,68.40796019900498,54.0,watch,True,False,False,False,False,True,1.9080374180820059,False
013941.OF,东吴医疗服务C,股票型,主动股票型,-4.04,-7.14,-3.83,27.49,30.34,-0.21,455,447.0,22.83737024221453,502.0,13.321799307958482,36.1,watch,True,False,False,False,False,True,1.7505743779615728,False
013940.OF,东吴医疗服务A,股票型,主动股票型,-4.02,-7.11,-3.79,27.49,30.23,-0.21,455,446.0,23.010380622837367,500.0,13.66782006920415,36.1,watch,True,False,False,False,False,True,161.72775758511878,False
014042.OF,银华心诚C,灵活配置型,混合型-平衡,-8.11,-9.79,-7.82,12.61,16.21,-0.78,455,443.0,6.553911205073993,464.0,2.114164904862581,42.9,watch,True,False,False,False,False,True,3.4344980586551306,False
014282.OF,中信保诚成长动力C,混合型,混合型-偏股,1.69,-4.12,1.71,27.71,18.81,-0.01,455,3926.0,24.779609045611352,3237.0,38.07883658629927,50.6,watch,True,False,False,False,False,True,3.8374910693186575,False
014280.OF,汇添富北交所创新精选两年定开C,混合型,混合型-偏股,-10.19,-10.8,2.5,26.32,21.51,0.02,455,5024.0,3.737064009198932,2841.0,45.65633371603521,41.0,watch,True,False,False,False,False,True,3.7008436186345492,False
014277.OF,万家北交所慧选两年定开A,混合型,混合型-偏股,3.87,5.18,-18.61,46.91,31.14,-0.44,121,249.0,95.24722115753164,5225.0,0.0382701875239144,26.9,watch,True,False,False,False,False,True,2.1506146450574404,False
014271.OF,大成北交所两年定开A,混合型,混合型-偏股,-5.41,-10.18,-0.53,20.16,20.43,-0.13,455,4963.0,4.906094288999618,4390.0,16.016073478760052,48.2,watch,True,False,False,False,False,True,214.01506108441865,False
012523.OF,国联高质量成长A,混合型,混合型-偏股,-6.83,-11.65,-10.46,18.75,20.11,-0.66,455,5064.0,2.970486776542736,5183.0,0.8419441255262172,40.9,watch,True,False,False,False,False,True,3.4717357947655545,False
013079.OF,方正富邦策略轮动C,混合型,混合型-偏股,-2.39,-4.82,0.59,9.36,7.57,-0.15,454,4091.0,21.61747796090456,3944.0,24.55032529659396,57.3,watch,True,False,False,False,False,True,3.309007981459361,False
014043.OF,银华心怡C,灵活配置型,混合型-平衡,-7.6,-9.59,-7.97,12.52,15.87,-0.8,455,439.0,7.3995771670190225,465.0,1.9027484143763207,42.9,watch,True,False,False,False,False,True,2.653824170939449,False
013962.OF,华夏创新视野一年持有A,混合型,混合型-偏股,-5.29,-6.72,4.58,16.21,14.35,0.16,455,4481.0,14.143349942506712,2013.0,61.50019135093763,55.8,watch,True,False,False,False,False,True,2.9456590505109363,False
012893.OF,安信优质企业三年持有C,混合型,混合型-偏股,-4.49,-5.79,-2.26,16.37,16.97,-0.26,455,4330.0,17.03717899578383,4670.0,10.6582472254114,48.8,watch,True,False,False,False,False,True,332.3741500852061,False
013465.OF,博时智选量化多因子A,股票型,主动股票型,-4.76,-10.89,-0.2,18.93,22.11,-0.12,455,546.0,5.709342560553631,438.0,24.394463667820062,48.4,watch,True,False,False,False,False,True,1.229269056835647,False
013850.OF,同泰优选配置3个月持有C,混合型,混合型-偏股,-4.29,-7.65,2.75,12.75,13.35,0.06,451,4638.0,11.134534304331156,2732.0,47.74205893608878,51.9,watch,True,False,False,False,False,True,4.90120792713081,False
013381.OF,中欧甄选3个月持有A,混合型,混合型-偏股,-6.14,-5.52,-2.46,11.94,12.43,-0.37,440,4266.0,18.263702568033725,4700.0,10.084194412552616,51.0,watch,True,False,False,False,False,True,259.51425936021343,False
012073.OF,华安均衡优选A,混合型,混合型-偏股,-4.08,-4.82,4.71,20.14,18.17,0.13,455,4088.0,21.67497125335378,1970.0,62.32300038270188,52.0,watch,True,False,False,False,False,True,488.93641200345513,False
013393.OF,信澳价值精选A,混合型,混合型-偏股,1.74,-11.5,6.06,19.92,18.21,0.2,455,5060.0,3.047144499808352,1583.0,69.72828166858018,55.0,watch,True,False,False,False,False,True,2.4397937685605924,False
013289.OF,工银食品饮料行业A,混合型,混合型-偏股,-5.02,-4.61,-4.82,11.32,11.92,-0.6,455,4038.0,22.63319279417402,4933.0,5.625717566016075,48.4,watch,True,False,False,False,False,True,4.825303580878923,False
011969.OF,建信港股通精选A,混合型,混合型-偏股,-6.16,-6.17,-4.35,18.41,21.29,-0.35,455,4398.0,15.7339977002683,4891.0,6.429391504018367,44.0,watch,True,False,False,False,False,True,2.270307153338227,False
013339.OF,创金合信芯片产业A,股票型,主动股票型,-2.42,-7.66,4.99,24.36,19.48,0.12,455,456.0,21.280276816609,301.0,48.0968858131488,46.6,watch,True,False,False,False,False,True,2.4558360955238943,False
013024.OF,平安均衡优选1年持有C,混合型,混合型-偏股,-4.47,-5.71,1.1,9.46,8.83,-0.1,455,4304.0,17.535454197010345,3618.0,30.788365862992727,59.0,watch,True,False,False,False,False,True,3.9457699628621197,False
013396.OF,华夏新能源车龙头C,混合型,混合型-偏股,-3.29,-4.85,3.59,17.97,16.2,0.09,455,4100.0,21.44499808355692,2371.0,54.64982778415615,51.5,watch,True,False,False,False,False,True,3.0044572400000003,False
013395.OF,华夏新能源车龙头A,混合型,混合型-偏股,-3.25,-4.78,3.71,17.97,16.16,0.1,455,4075.0,21.92410885396704,2329.0,55.45350172215844,51.8,watch,True,False,False,False,False,True,1.7873360755000727,False
012972.OF,东吴消费成长C,混合型,混合型-偏股,-7.74,-7.13,-6.21,12.67,21.14,-0.65,455,4571.0,12.41855116903028,5026.0,3.846153846153844,40.7,watch,True,False,False,False,False,True,2.769275135151379,False
012407.OF,永赢长远价值C,混合型,混合型-偏股,-2.38,-5.4,5.43,14.97,10.64,0.23,455,4248.0,18.608662322729018,1754.0,66.45618063528511,61.6,watch,True,False,False,False,False,True,215.55891953701646,False
012406.OF,永赢长远价值A,混合型,混合型-偏股,-2.37,-5.38,5.48,14.98,10.63,0.23,455,4242.0,18.72364890762744,1737.0,66.78147722923842,61.7,watch,True,False,False,False,False,True,1.5988346210665956,False
012144.OF,新沃内需增长C,混合型,混合型-偏股,-2.97,-10.01,-2.32,15.79,17.12,-0.27,455,4947.0,5.212725182062094,4682.0,10.428626100267891,48.5,watch,True,False,False,False,False,True,2.8295085378500437,False
013426.OF,贝莱德中国新视野A,混合型,混合型-偏股,-2.26,-2.33,-1.05,12.57,16.51,-0.24,454,3264.0,37.466462246071295,4499.0,13.93034825870647,49.8,watch,True,False,False,False,False,True,2.4368892881306055,False
013220.OF,中欧新兴价值一年持有A,混合型,混合型-偏股,-4.98,-3.31,-4.78,12.41,12.16,-0.55,455,3667.0,29.743196627060176,4930.0,5.683122847301947,48.7,watch,True,False,False,False,False,True,198.2656834856198,False
012988.OF,嘉合锦明C,混合型,混合型-偏股,-3.37,-12.75,2.74,21.95,20.13,0.03,455,5117.0,1.9547719432732813,2738.0,47.62724837351703,44.9,watch,True,False,False,False,False,True,2.2589780494041607,False
013049.OF,兴业能源革新A,股票型,主动股票型,-3.18,-7.5,2.07,20.04,15.08,0.0,455,451.0,22.14532871972317,383.0,33.910034602076124,46.9,watch,True,False,False,False,False,True,2.323980743254854,False
012477.OF,富国匠心精选12个月持有A,混合型,混合型-偏股,0.52,-2.49,-1.91,24.67,17.28,-0.16,455,3326.0,36.2782675354542,4628.0,11.461921163413702,47.3,watch,True,False,False,False,False,True,1.8245478445088033,False
012690.OF,广发消费领先A,混合型,混合型-偏股,-6.67,-8.14,-0.51,14.4,16.1,-0.17,455,4708.0,9.793024147182829,4382.0,16.16915422885572,51.2,watch,True,False,False,False,False,True,3.69060812545783,False
011978.OF,格林研究优选C,混合型,混合型-偏股,-2.35,-5.34,2.97,17.39,12.89,0.06,455,4234.0,18.87696435415868,2625.0,49.78951396861845,52.7,watch,True,False,False,False,False,True,4.411782656370922,False
011876.OF,景顺长城医疗健康A,混合型,混合型-偏股,-5.65,-7.66,-6.28,24.91,37.33,-0.33,455,4639.0,11.11536987351476,5035.0,3.673938002296208,33.0,watch,True,False,False,False,False,True,2.50764203,False
012068.OF,嘉实蓝筹优势C,混合型,混合型-偏股,-6.34,-6.82,-2.49,13.44,14.63,-0.33,455,4501.0,13.760061326178608,4703.0,10.026789131266744,49.7,watch,True,False,False,False,False,True,3.5571450569563754,False
012067.OF,嘉实蓝筹优势A,混合型,混合型-偏股,-6.31,-6.76,-2.37,13.45,14.6,-0.32,455,4487.0,14.028363357608276,4689.0,10.29468044393418,49.9,watch,True,False,False,False,False,True,2.890005260622681,False
012227.OF,景顺长城港股通全球竞争力A,混合型,混合型-偏股,-4.83,-4.62,1.9,16.54,19.82,-0.01,455,4039.0,22.61402836335761,3122.0,40.279372368924605,54.1,watch,True,False,False,False,False,True,3.4306956020214856,False
012064.OF,圆信永丰兴诺一年持有,灵活配置型,混合型-平衡,-7.6,-12.43,0.1,18.96,18.1,-0.1,455,461.0,2.748414376321351,389.0,17.97040169133193,50.6,watch,True,False,False,False,False,True,2.2764869103860566,False
012584.OF,南方中国新兴经济9个月持有A,混合型,混合型-偏股,-6.98,-7.49,-0.98,19.7,19.86,-0.15,444,4617.0,11.53698735147566,4490.0,14.102564102564108,48.2,watch,True,False,False,False,False,True,4.566655614925979,False
013224.OF,浦银安盛港股通量化优选C,灵活配置型,混合型-平衡,-7.44,-14.49,-7.8,22.7,25.64,-0.43,455,467.0,1.4799154334038,463.0,2.3255813953488413,38.0,watch,True,False,False,False,False,True,4.801604880810893,False
012061.OF,富国全球消费精选美元,混合型,混合型-偏股,-6.51,-4.3,1.88,14.2,12.09,-0.01,444,3961.0,24.10885396703718,3135.0,40.030616150019135,60.1,watch,True,False,False,False,False,True,4.3841922038279995,False
013183.OF,浦银安盛医疗健康C,灵活配置型,混合型-平衡,-2.66,-5.15,0.14,20.34,23.13,-0.09,455,379.0,20.08456659619451,388.0,18.181818181818176,46.8,watch,True,False,False,False,False,True,4.899999785377091,False
011644.OF,嘉实时代先锋三年持有C,混合型,混合型-偏股,-6.6,-7.32,-3.23,17.59,16.08,-0.3,455,4591.0,12.035262552702186,4790.0,8.362035973976267,48.7,watch,True,False,False,False,False,True,1.4973923626369225,False
012269.OF,浙商智多享稳健C,混合型,混合型-偏股,-1.49,-0.8,-0.84,2.15,2.32,-1.32,455,2440.0,53.257953238788815,4462.0,14.638346727898966,43.3,watch,True,False,False,False,False,True,1.1066454382438162,False
012672.OF,嘉实核心蓝筹C,混合型,混合型-偏股,-6.2,-8.84,1.25,15.38,14.57,-0.05,455,4808.0,7.876581065542354,3512.0,32.81668580176043,56.4,watch,True,False,False,False,False,True,4.112629481562703,False
012583.OF,交银品质增长一年持有C,混合型,混合型-偏股,-8.06,-6.37,-6.66,12.02,18.26,-0.72,455,4430.0,15.120735914143346,5058.0,3.233830845771146,42.1,watch,True,False,False,False,False,True,1.3931262551000683,False
011705.OF,东方阿尔法产业先锋C,混合型,混合型-偏股,-4.58,-10.04,4.32,24.9,17.77,0.09,455,4949.0,5.174396320429286,2113.0,59.58668197474169,48.7,watch,True,False,False,False,False,True,2.019932303379566,False
011704.OF,东方阿尔法产业先锋A,混合型,混合型-偏股,-4.56,-10.0,4.41,24.91,17.74,0.1,455,4946.0,5.2318896128784935,2075.0,60.31381553769614,49.0,watch,True,False,False,False,False,True,3.155968630077704,False
012388.OF,国金ESG持续增长C,混合型,混合型-偏股,-1.74,-4.92,4.17,17.42,17.83,0.12,455,4132.0,20.83173629743197,2168.0,58.53425181783392,51.5,watch,True,False,False,False,False,True,266.77200533173385,False
012542.OF,金鹰产业升级C,混合型,混合型-偏股,-4.37,-8.2,2.92,20.09,21.54,0.05,455,4723.0,9.50555768493676,2655.0,49.21546115575966,45.4,watch,True,False,False,False,False,True,2.2405733719227805,False
013045.OF,富国内需增长C,混合型,混合型-偏股,-7.13,-8.35,-7.87,12.64,21.35,-0.78,455,4743.0,9.122269068608658,5113.0,2.181400688863377,39.0,watch,True,False,False,False,False,True,1.9389713911330093,False
012096.OF,鑫元鑫动力A,混合型,混合型-偏股,-4.13,-9.34,-2.23,17.34,16.82,-0.24,455,4871.0,6.669221924108859,4665.0,10.753922694221195,49.1,watch,True,False,False,False,False,True,1.1375127039975035,False
012358.OF,汇丰晋信医疗先锋A,混合型,混合型-偏股,-8.22,-9.05,-5.82,27.52,29.51,-0.28,455,4835.0,7.359141433499428,4998.0,4.381936471488713,34.5,watch,True,False,False,False,False,True,4.828614823655437,False
012366.OF,摩根安荣回报A,混合型,混合型-偏股,-2.0,-2.81,-1.36,3.33,4.14,-1.01,455,3468.0,33.55691835952472,4556.0,12.839647914274776,43.6,watch,True,False,False,False,False,True,4.389714085847843,False
012847.OF,诺安积极回报C,灵活配置型,混合型-平衡,-4.54,-10.52,9.82,22.92,23.28,0.34,455,447.0,5.708245243128962,100.0,79.06976744186046,54.3,watch,True,False,False,False,False,True,2.411556324171757,False
012428.OF,华夏核心制造A,混合型,混合型-偏股,-5.32,-10.08,-5.2,19.83,22.29,-0.36,455,4952.0,5.116903027980069,4949.0,5.319556065824727,43.0,watch,True,False,False,False,False,True,148.29334702385722,False
012210.OF,申万菱信智能汽车A,股票型,主动股票型,-5.25,-12.07,-4.95,20.01,20.64,-0.35,455,556.0,3.979238754325265,512.0,11.591695501730104,45.3,watch,True,False,False,False,False,True,2.45719822,False
011373.OF,招商前沿医疗保健A,股票型,主动股票型,-7.63,-10.38,-0.1,22.63,19.39,-0.09,455,534.0,7.785467128027679,434.0,25.086505190311414,49.5,watch,True,False,False,False,False,True,2.3200272181464463,False
011276.OF,交银成长动力一年持有C,混合型,混合型-偏股,-9.27,-9.83,-6.22,14.33,20.22,-0.57,455,4931.0,5.519356075124571,5029.0,3.788748564867972,42.2,watch,True,False,False,False,False,True,2.776198408805679,False
011331.OF,鹏华远见成长A,混合型,混合型-偏股,-4.93,-7.76,3.13,18.96,16.26,0.06,455,4653.0,10.847067842085089,2552.0,51.18637581324148,50.1,watch,True,False,False,False,False,True,2.416179431904005,False
012200.OF,新华鑫科技3个月滚动持有A,灵活配置型,混合型-平衡,-3.48,-9.75,11.37,25.57,19.82,0.37,455,440.0,7.188160676532773,76.0,84.14376321353065,57.7,watch,True,False,False,False,False,True,1.440112568916621,False
011599.OF,国联安匠心科技1个月滚动持有,混合型,混合型-偏股,-1.29,-6.88,11.56,24.89,23.32,0.38,455,4507.0,13.645074741280183,688.0,86.85419058553387,55.7,watch,True,False,False,False,False,True,243.9341109420396,False
011418.OF,汇添富消费精选两年持有A,股票型,主动股票型,-5.64,-5.71,-6.72,12.91,13.67,-0.67,455,410.0,29.23875432525952,540.0,6.747404844290661,46.6,watch,True,False,False,False,False,True,2.6597598427297204,False
011419.OF,汇添富消费精选两年持有C,股票型,主动股票型,-5.66,-5.76,-6.78,12.93,13.69,-0.68,455,416.0,28.20069204152249,541.0,6.57439446366782,46.4,watch,True,False,False,False,False,True,1.498163357133191,False
011927.OF,博时汇誉回报A,灵活配置型,混合型-平衡,-0.72,-0.54,-4.56,4.0,8.63,-1.64,455,223.0,53.06553911205074,447.0,5.708245243128962,42.9,watch,True,False,False,False,False,True,2.835540685354986,False
011851.OF,天弘先进制造A,混合型,混合型-偏股,-1.24,-4.93,8.89,16.82,16.39,0.41,454,4134.0,20.79340743579916,1050.0,79.92728664370455,63.1,watch,True,False,False,False,False,True,2.257413451316915,False
011856.OF,安信均衡成长18个月持有A,混合型,混合型-偏股,-4.72,-4.37,-3.51,15.32,17.7,-0.36,455,3977.0,23.802223073974705,4805.0,8.075009567546875,46.8,watch,True,False,False,False,False,True,117.46311008159694,False
011724.OF,东方红启恒三年持有B,混合型,混合型-偏股,-3.94,-4.15,2.64,12.93,11.79,0.05,455,3936.0,24.587964737447297,2777.0,46.88097971680061,52.8,watch,True,False,False,False,False,True,2.5512572675735266,False
004658.OF,金鹰民富收益C,混合型,混合型-偏股,-0.81,-3.17,-2.66,6.85,5.38,-0.68,455,3630.0,30.452280567267152,4728.0,9.54841178721776,48.1,watch,True,False,False,False,False,True,312.19658742437986,False
011598.OF,信澳医药健康A,混合型,混合型-偏股,-8.45,-8.52,4.16,20.66,14.62,0.1,455,4764.0,8.719816021464165,2174.0,58.41944125526215,53.4,watch,True,False,False,False,False,True,4.436270481235993,False
011002.OF,同泰大健康主题A,混合型,混合型-偏股,-2.06,-5.77,-7.84,24.61,37.62,-0.4,455,4325.0,17.133001149865844,5110.0,2.238805970149249,32.1,watch,True,False,False,False,False,True,2.7188679327920524,False
011815.OF,恒越优势精选A,混合型,混合型-偏股,1.75,-4.68,-0.27,26.24,21.63,-0.09,455,4054.0,22.326561901111543,4316.0,17.43207041714504,44.9,watch,True,False,False,False,False,True,2.34863616,False
010676.OF,光大新机遇A,混合型,混合型-偏股,-7.24,-13.03,0.46,19.3,16.7,-0.08,455,5124.0,1.8206209275584475,4035.0,22.80903176425565,52.7,watch,True,False,False,False,False,True,2.3212131020721656,False
011601.OF,前海开源公共卫生主题精选A,股票型,主动股票型,-7.07,-8.7,-3.71,25.88,24.2,-0.22,455,491.0,15.22491349480969,497.0,14.18685121107266,41.3,watch,True,False,False,False,False,True,4.084608541234672,False
011827.OF,汇添富健康生活一年持有C,混合型,混合型-偏股,-7.98,-7.46,-8.66,27.07,30.8,-0.39,455,4616.0,11.556151782292067,5152.0,1.4351320321469574,32.6,watch,True,False,False,False,False,True,1.748291916229375,False
011826.OF,汇添富健康生活一年持有A,混合型,混合型-偏股,-7.95,-7.41,-8.58,27.07,30.66,-0.39,455,4606.0,11.74779609045611,5150.0,1.4734022196708718,32.6,watch,True,False,False,False,False,True,2.0656964869958707,False
011871.OF,前海开源沪港深优势精选C,灵活配置型,混合型-平衡,-6.35,-10.83,-5.51,16.53,16.89,-0.45,455,450.0,5.073995771670193,456.0,3.8054968287526414,45.9,watch,True,False,False,False,False,True,4.477111936526405,False
011550.OF,湘财创新成长一年持有A,混合型,混合型-偏股,-2.15,-7.04,5.37,20.08,17.72,0.17,455,4542.0,12.974319662706012,1787.0,65.82472254114045,54.0,watch,True,False,False,False,False,True,2.2730121408260158,False
011502.OF,方正富邦汇福一年定开C,灵活配置型,混合型-平衡,-1.99,-5.49,3.12,9.77,9.12,0.11,454,390.0,17.758985200845668,259.0,45.45454545454546,55.6,watch,True,False,False,False,False,True,1.9653215081397266,False
011160.OF,富国质量成长6个月持有A,混合型,混合型-偏股,0.1,-6.24,1.44,21.95,23.83,-0.03,455,4411.0,15.48486009965504,3409.0,34.78760045924225,48.9,watch,True,False,False,False,False,True,4.1694406452215365,False
010912.OF,国泰成长价值A,混合型,混合型-偏股,-4.17,-12.08,-2.94,24.41,19.89,-0.2,455,5085.0,2.5680337293982336,4764.0,8.859548411787221,44.7,watch,True,False,False,False,False,True,1.2864293505952493,False
010732.OF,广发创新医疗两年持有C,混合型,混合型-偏股,-6.67,-8.65,8.85,25.37,20.68,0.27,455,4787.0,8.279034112686857,1063.0,79.67853042479909,53.8,watch,True,False,False,False,False,True,3.8188820822268736,False
011153.OF,华宝新兴消费A,混合型,混合型-偏股,-5.92,-4.0,-7.86,13.51,19.33,-0.73,455,3878.0,25.69950172479878,5111.0,2.219670876387292,41.0,watch,True,False,False,False,False,True,2.026464449775345,False
011395.OF,博时恒元6个月持有A,混合型,混合型-偏股,-0.42,-2.12,-1.91,2.92,5.08,-1.34,455,3163.0,39.40206975852817,4627.0,11.48105625717566,43.2,watch,True,False,False,False,False,True,143.2487211426322,False
011487.OF,博时创新精选C,混合型,混合型-偏股,-0.43,-6.49,0.83,23.99,24.37,-0.05,455,4446.0,14.81410502108087,3795.0,27.40145426712592,46.0,watch,True,False,False,False,False,True,3.6767597796254945,False
011567.OF,富国消费升级C,混合型,混合型-偏股,-4.12,-5.74,0.09,16.0,13.21,-0.12,455,4318.0,17.26715216558068,4200.0,19.651741293532343,54.4,watch,True,False,False,False,False,True,3.1998449967609495,False
011391.OF,民生加银新战略C,灵活配置型,混合型-平衡,-1.87,-4.53,4.83,13.74,14.47,0.21,455,367.0,22.6215644820296,209.0,56.02536997885835,55.9,watch,True,False,False,False,False,True,1.8171133161275799,False
011466.OF,兴业医疗保健A,混合型,混合型-偏股,-4.52,-5.47,1.7,17.27,14.93,-0.02,455,4261.0,18.35952472211575,3247.0,37.88748564867967,57.4,watch,True,False,False,False,False,True,3.78215874,False
011173.OF,银华心享一年持有,混合型,混合型-偏股,-5.2,-5.08,-1.8,12.62,14.84,-0.3,455,4182.0,19.873514756611733,4613.0,11.748947569843091,50.1,watch,True,False,False,False,False,True,1.9980249422789123,False
011421.OF,广发全球科技三个月定开A美元,混合型,混合型-偏股,-1.88,-2.69,-1.57,16.18,20.3,-0.22,444,3411.0,34.6492909160598,4581.0,12.361270570225791,46.9,watch,True,False,False,False,False,True,2.1985721080772214,False
